source	target
Galileo Galilei	Newton's laws of motion
Propositional proof system	Resolution (logic)
Propositional proof system	Resolution (logic)
Monte Carlo methods for electron transport	Quantum Monte Carlo
Social history of viruses	Aristotle
Spatial bifurcation	Spatial ecology
Genomic signature	Computational genomics
Stockmayer potential	Lennard-Jones potential
GFAJ-1	Molecular phylogenetics
Robert Hazen	X-ray crystallography
G2-M DNA damage checkpoint	Spindle apparatus
G2-M DNA damage checkpoint	ATM serine/threonine kinase
Carl Bergstrom	Mathematical and theoretical biology
Carl Bergstrom	Marcus Feldman
Factorization of polynomials over finite fields	Cantor–Zassenhaus algorithm
Marine botany	Phytoplankton
Quantum machine	Quantum superposition
Quantum machine	Quantum superposition
Laser linewidth	Multiple-prism dispersion theory
Laser linewidth	Multiple-prism dispersion theory
Adaptive evolution in the human genome	Charles Darwin
Adaptive evolution in the human genome	Alfred Russel Wallace
Dyadic cubes	Interior (topology)
Cytogenetic notation	Derivative chromosome
Enzo Martinelli	Integer
Enzo Martinelli	Complex manifold
The Plant List	Charles Darwin
Berry connection and curvature	Stokes' theorem
Berry connection and curvature	Pauli matrices
Bunch–Davies vacuum	Unruh effect
Extinction debt	Colonisation (biology)
Jackiw–Teitelboim gravity	Liouville gravity
Jackiw–Teitelboim gravity	Liouville gravity
Ecological fitting	Charles Darwin
MASON (Java)	Conway's Game of Life
Alexandru Balaban	Graph theory
Parabolic geometry (differential geometry)	Lie group
Parabolic geometry (differential geometry)	Conformal geometry
Alternative Splicing Annotation Project	AspicDB
Run-around coil	Heat pipe
Alternative Splicing and Transcript Diversity database	AspicDB
ChimerDB	RNA-Seq
ECgene	AspicDB
Charles Czeisler	Society for Research on Biological Rhythms
P-nuclei	S-process
On shell renormalization scheme	Correlation function (quantum field theory)
On shell renormalization scheme	One-loop Feynman diagram
Criticism of the theory of relativity	Michelson–Morley experiment
Criticism of the theory of relativity	Trouton–Noble experiment
Criticism of the theory of relativity	Henri Poincaré
Criticism of the theory of relativity	Faster-than-light neutrino anomaly
Criticism of the theory of relativity	Michelson–Morley experiment
Criticism of the theory of relativity	Henri Poincaré
Biology Monte Carlo method	Boltzmann equation
Biology Monte Carlo method	Lennard-Jones potential
Biology Monte Carlo method	Lennard-Jones potential
Biology Monte Carlo method	Semipermeable membrane
Partial cube	Hamming distance
Isostructural	Isomorphism (crystallography)
Cauchy–Rassias stability	Hyers–Ulam–Rassias stability
Cauchy–Rassias stability	Augustin-Louis Cauchy
Ephaptic coupling	Electroencephalography
Evolution by gene duplication	Susumu Ohno
Evolution by gene duplication	Mutation
Algebraic interior	Interior (topology)
Algebraic interior	Absorbing set
Algebraic interior	Interior (topology)
Transmission electron microscopy DNA sequencing	Optical aberration
Transmission electron microscopy DNA sequencing	Molecular Structure of Nucleic Acids: A Structure for Deoxyribose Nucleic Acid
Transmission electron microscopy DNA sequencing	Richard Feynman
Transmission electron microscopy DNA sequencing	Comparative genomic hybridization
Geneticist	Genetic counseling
Geneticist	Genetic counseling
Ward–Takahashi identity	Correlation function (quantum field theory)
Ward–Takahashi identity	Correlation function (quantum field theory)
Perrin number	Lucas number
Theory of functional systems	Action theory (philosophy)
Surface plasmon polariton	Normal mode
Surface plasmon polariton	Surface plasmon
Surface plasmon polariton	Surface plasmon
Ivan Aničin	Physical cosmology
DNA barcoding	DNA profiling
Scalar field dark matter	Physical cosmology
Plant breeding	Cultivated plant taxonomy
Quantum state	Bell's theorem
Quantum state	Heisenberg picture
Quantum state	Lie group
Quantum state	Argument (complex analysis)
Quantum state	Introduction to quantum mechanics
Molecular cloning	Pharming (genetics)
Microfluidic whole genome haplotyping	Polony (biology)
Schrödinger group	Virasoro algebra
Existential theory of the reals	Undecidable problem
Existential theory of the reals	Crossing number (graph theory)
C1QL1	RNA editing
C1QL1	RNA editing
Genome evolution	Genetic recombination
Genome evolution	Genetic recombination
Bloch wave – MoM method	Floquet theory
Protein moonlighting	ESCRT
Protein moonlighting	STAT3
Traffic congestion reconstruction with Kerner's three-phase theory	Traffic flow
Chemically defined medium	Plant tissue culture
Chemically defined medium	Tissue culture
Non-Archimedean ordered field	Hyperreal number
Goldberg–Seymour conjecture	Graph coloring
Intronerator	AspicDB
Martin Brasier	Charles Darwin
SpliceInfo	AspicDB
Reasoning system	Propositional calculus
RegulonDB	RNA polymerase
Erwin Friedlander	Bevatron
Active zone	SNAP25
Logarithmically concave sequence	Unimodality
Transgenerational epigenetic inheritance	Lamarckism
Transgenerational epigenetic inheritance	RNA interference
Transgenerational epigenetic inheritance	Charles Darwin
Transgenerational epigenetic inheritance	Lamarckism
Transgenerational epigenetic inheritance	Alfred Russel Wallace
Transgenerational epigenetic inheritance	C. H. Waddington
Liouville field theory	Virasoro algebra
Liouville field theory	Virasoro algebra
Liouville field theory	Virasoro algebra
Liouville field theory	Jackiw–Teitelboim gravity
Spike directivity	Electrophysiology
Frictional contact mechanics	Leonardo da Vinci
Completeness (logic)	Propositional calculus
Nuclear magnetic resonance crystallography	Solid-state nuclear magnetic resonance
NINA (accelerator)	Synchrotron radiation
Colin Pittendrigh	Jürgen Aschoff
Colin Pittendrigh	Society for Research on Biological Rhythms
Colin Pittendrigh	Theodosius Dobzhansky
Fulde–Ferrell–Larkin–Ovchinnikov phase	BCS theory
Quantum spin liquid	Curie temperature
Quantum spin liquid	Electric susceptibility
Beltrami equation	Neumann series
Beltrami equation	Neumann series
Tom Misteli	Current Opinion in Cell Biology
Triply periodic minimal surface	Lattice (group)
Triply periodic minimal surface	Schwarz minimal surface
Expected progeny difference	DNA profiling
Synthetic ion channels	Vesicle (biology and chemistry)
Synthetic ion channels	Electrophysiology
Somatic embryogenesis	Plant tissue culture
Elitzur's theorem	Spontaneous symmetry breaking
Elitzur's theorem	Lattice gauge theory
Generality of algebra	Augustin-Louis Cauchy
Steady state topography	Electroencephalography
Hamiltonian optics	Hamiltonian mechanics
Hamiltonian optics	Three-dimensional space
Hamiltonian optics	Three-dimensional space
Hamiltonian optics	Hamiltonian mechanics
Hamiltonian optics	Hamiltonian mechanics
Hamiltonian optics	Hamiltonian mechanics
Hamiltonian optics	Hamiltonian mechanics
Kinetic scheme	Graph theory
Brjuno number	Linearization
Maxim Chernodub	Charged particle
Maxim Chernodub	Large Hadron Collider
Lindström–Gessel–Viennot lemma	Kirchhoff's theorem
NCBI Epigenomics	Gene silencing
Schubert polynomial	Littlewood–Richardson rule
Orbital magnetization	Bohr magneton
E. S. Russell	Lamarckism
Young's interference experiment	Christiaan Huygens
Young's interference experiment	Augustin-Jean Fresnel
Marine microorganisms	Biogeochemical cycle
Marine microorganisms	Ernst Haeckel
Marine microorganisms	Microalgae
Marine microorganisms	Phytoplankton
Marine microorganisms	Coccolithophore
Marine microorganisms	Phytoplankton
Marine microorganisms	Zooplankton
Marine microorganisms	Surface-enhanced Raman spectroscopy
Marine microorganisms	Mass spectrometry
Marine microorganisms	Microbial loop
Ockham algebra	Stone algebra
Plant stress measurement	Light-harvesting complexes of green plants
George F. C. Griss	Philosophy of mind
Coxeter notation	Wallpaper group
Coxeter notation	Harold Scott MacDonald Coxeter
Cellular noise	Transcriptional noise
Clinical biophysics	Non-ionizing radiation
Twisted Poincaré duality	Verdier duality
James A. Lake	Long branch attraction
Bernhard Palsson	Molecular Systems Biology
Magnetic radiation reaction force	Synchrotron radiation
Meinhard Michael Moser	International Mycological Association
Donaldson–Thomas theory	Calabi–Yau manifold
Donaldson–Thomas theory	Bogomol'nyi–Prasad–Sommerfield state
Mode of a linear field	Norm (mathematics)
Mode of a linear field	Dot product
Representation up to homotopy	Lie algebroid
Maxwell–Bloch equations	Pauli matrices
Maxwell–Bloch equations	Semiconductor Bloch equations
II25,1	John Horton Conway
Catecholaminergic cell groups	Neuromelanin
Swamping argument	Alfred Russel Wallace
Swamping argument	Haldane's dilemma
Imagined speech	Neural oscillation
Hindley–Milner type system	Undecidable problem
Chirality	Asymmetry
Minimal coupling	Gauge fixing
Minimal coupling	Hamiltonian mechanics
Minimal coupling	Invariant mass
Local hormone	Hormone
Linear optics	Dirac bracket
Coherent states in mathematical physics	Section (fiber bundle)
Wong–Sandler mixing rule	Equation of state
Cobalt-59 nuclear magnetic resonance	Solid-state nuclear magnetic resonance
Food physical chemistry	International Academy of Quantum Molecular Science
The Principles of Quantum Mechanics	Bra–ket notation
Miguel Ángel Fernández Sanjuán	Celso Grebogi
Miguel Ángel Fernández Sanjuán	Celso Grebogi
Miguel Ángel Fernández Sanjuán	Lakes of Wada
Defining equation (physical chemistry)	Electrochemical potential
Rashba effect	Dresselhaus effect
Antipain	G protein-coupled receptor
Cell membrane	G protein-coupled receptor
Cell membrane	Semipermeable membrane
Cell membrane	Axolemma
Cell membrane	Elasticity of cell membranes
Cell membrane	Membrane models
David Goodsell	X-ray crystallography
David Goodsell	Biomolecular complex
Mathematical Biosciences Institute	National Institute for Mathematical and Biological Synthesis
Spherically complete field	Ball (mathematics)
TopFIND	Computational genomics
Orbital angular momentum of light	Quantum superposition
Classical Mechanics (Kibble and Berkshire book)	Normal mode
Classical Mechanics (Kibble and Berkshire book)	Hamiltonian mechanics
Harish-Chandra's Ξ function	Harish-Chandra's Schwartz space
Hidden attractor	Chua's circuit
Hidden attractor	Chua's circuit
P-adic quantum mechanics	Path integral formulation
Walter Steinitz	Heinz Steinitz
Walter Steinitz	Heinz Steinitz
IsomiR	RNA editing
Neural decoding	Electrophysiology
Neural decoding	Patch clamp
Superfluid vacuum theory	General relativity
Superfluid vacuum theory	General relativity
Superfluid vacuum theory	General relativity
Radial set	Absorbing set
Transport coefficient	Thermal conductivity
Translation surface	Poincaré map
Analysis Situs (book)	Henri Poincaré
Quasi-relative interior	Interior (topology)
Quasi-relative interior	Interior (topology)
BCS: 50 Years	BCS theory
BCS: 50 Years	Large Hadron Collider
Chronobiotic	Lesion
Implied weighting	Molecular phylogenetics
Rütger Wever	Jürgen Aschoff
Dehaene–Changeux model	Turing machine
Dehaene–Changeux model	Electroencephalography
Dehaene–Changeux model	Artificial consciousness
Dehaene–Changeux model	Complex system
Parallelization (mathematics)	Lie group
Parallelization (mathematics)	Principal bundle
Mathematical finance	Log-normal distribution
Mathematical finance	Computational finance
Mathematical finance	Econophysics
Mathematical finance	Quantum finance
Parallel postulate	Aristotle
ND experiment	Resonance (particle physics)
ND experiment	Resonance (particle physics)
Compartmental modelling of dendrites	Brain
Compartmental modelling of dendrites	Poincaré map
Cambium	Cork cambium
Carboxypeptidase A6	Carboxypeptidase
De Donder–Weyl theory	Hamiltonian mechanics
De Donder–Weyl theory	Hamiltonian field theory
Crisis (dynamical systems)	Quasiperiodic motion
Crisis (dynamical systems)	Intermittency
Crisis (dynamical systems)	Bifurcation diagram
Crisis (dynamical systems)	Phase portrait
Tennis racket theorem	Bifurcation diagram
Tennis racket theorem	Metastability
Artin–Verdier duality	Flat topology
Slit-Robo	Messenger RNA
Rhabdomyoblast	Histology
Microcontinuity	Uniform convergence
Microcontinuity	Standard part function
Process molecular gene concept	RNA editing
Chaotic scattering	Lakes of Wada
Chaotic scattering	Uncertainty exponent
Grunsky matrix	Stokes' theorem
Fred W. Turek	Society for Research on Biological Rhythms
Theta model	Uniform convergence
Theta model	Biological neuron model
Theta model	FitzHugh–Nagumo model
TimeLogic	Single-nucleotide polymorphism
Gracility	Robustness (morphology)
Gracility	Robustness (morphology)
Heat kernel signature	Spectral shape analysis
Multiple layered plasmonics	Surface plasmon
Plasmonic nanoparticles	Hot-carrier injection
Plasmonic nanoparticles	Plasmonic solar cell
Dynamical reduction	Quantum superposition
SHIFTCOR	Protein
Moens–Korteweg equation	Newton's laws of motion
Spanish Bank of Algae	Axenic
Oscillator representation	Erwin Schrödinger
Oscillator representation	Canonical commutation relation
Oscillator representation	Stone–von Neumann theorem
Oscillator representation	Surjective function
Oscillator representation	Stone–von Neumann theorem
Oscillator representation	Stone–von Neumann theorem
Oscillator representation	Moyal product
Oscillator representation	Poisson summation formula
Oscillator representation	Virasoro algebra
Vectors in gene therapy	Vesicle (biology and chemistry)
Peter Fenwick (neuropsychologist)	Neurophysiology
Pseudopolyps	Inflammation
QED vacuum	Vacuum state
Social network	Graph theory
Ensembl Genomes	Single-nucleotide polymorphism
Ensembl Genomes	WormBase
Ensembl Genomes	WormBase
Ensembl Genomes	Structural variation
Bilbao Crystallographic Server	Space group
Tachyonic field	Canonical commutation relation
Tachyonic field	BCS theory
Tachyonic field	Scalar field theory
Simon Paulli	Anatomy
Quantum paraelectricity	Curie temperature
Shelford's law of tolerance	Photosynthesis
Neurobiological effects of physical exercise	Neuroplasticity
Mostow–Palais theorem	Lie group
Uncoupling (neuropsychopharmacology)	Receptor (biochemistry)
Smale conjecture	Ball (mathematics)
Web (differential geometry)	Congruence (manifolds)
Random coil index	Division by zero
Random coil index	Protein
ChIP-exo	ChIP-on-chip
ChIP-exo	ChIP-on-chip
EXOC3L2	Clinical chemistry
Tauros Programme	Breeding back
Turing pattern	The Chemical Basis of Morphogenesis
Turing pattern	Mathematical and theoretical biology
Paul G. Mezey	Mathematical chemistry
Laser flash analysis	Thermal conductivity
Animal navigation	Charles Darwin
Animal navigation	Charles Darwin
Animal navigation	Charles Darwin
Morningness–eveningness questionnaire	Constant routine protocol
European Conference on Computational Biology	Intelligent Systems for Molecular Biology
European Conference on Computational Biology	Intelligent Systems for Molecular Biology
Generalized Clifford algebra	Pauli matrices
Transition of state	Perturbation theory (quantum mechanics)
Transition of state	Perturbation theory (quantum mechanics)
Phyllochron	Phytomer
Phyllochron	Tiller (botany)
Phyllochron	Phytomer
Group contraction	Lie group
Group contraction	Cross product
Group contraction	Poisson bracket
Great South Australian Coastal Upwelling System	Marine snow
Great South Australian Coastal Upwelling System	Upwelling
Differential dynamic microscopy	Static light scattering
Differential dynamic microscopy	Static light scattering
Henric Sanielevici	Lamarckism
Henric Sanielevici	Anatomy
Henric Sanielevici	Lamarckism
Henric Sanielevici	Johann Friedrich Blumenbach
Henric Sanielevici	Franz Joseph Gall
Field effect (semiconductor)	Electron hole
Bellman pseudospectral method	Richard E. Bellman
Bracket ring	Linear subspace
Obsolete models of DNA structure	Nucleic acid double helix
Obsolete models of DNA structure	X-ray crystallography
Obsolete models of DNA structure	X-ray crystallography
Philip Hartman	Hartman–Grobman theorem
Repetitive visual stimulus	Oscillation
Ricci calculus	Metric tensor
Ricci calculus	Penrose graphical notation
Method of fundamental solutions	Regularized meshless method
Two-state vector formalism	Richard Feynman
Orbit modeling	Newton's laws of motion
Orbit modeling	Newton's laws of motion
Orbit modeling	Significant figures
Orbit modeling	Significant figures
Macroscopic quantum phenomena	Magnetic flux quantum
Yang–Mills equations	Lie group
Yang–Mills equations	Gauge group (mathematics)
Yang–Mills equations	Raoul Bott
Yang–Mills equations	Nahm equations
Yang–Mills equations	Werner Nahm
Yang–Mills equations	Donaldson theory
AKNA	Epithelial–mesenchymal transition
AKNA	Inflammation
Biology and consumer behaviour	Lamarckism
Diane Barber	Glycolysis
Weber electrodynamics	Jefimenko's equations
Neural substrate of locomotor central pattern generators in mammals	Neuroplasticity
Particle deposition	Aerosol
Particle deposition	Random sequential adsorption
Poincaré–Birkhoff theorem	Henri Poincaré
Thermal conductance quantum	Thermal conductivity
Epigenetics of autism	Dendritic spine
Energy recovery linac	Magnetic lattice (accelerator)
Cr23C6 crystal structure	Pearson symbol
Wehrl entropy	Coherent states in mathematical physics
Wehrl entropy	Moyal product
Wehrl entropy	Wigner–Weyl transform
Wehrl entropy	Coherent states in mathematical physics
Maximum common edge subgraph	Subgraph isomorphism problem
Phase-space formulation	Moyal product
Phase-space formulation	Hamiltonian mechanics
Phase-space formulation	Wigner quasiprobability distribution
Phase-space formulation	Wigner–Weyl transform
Phase-space formulation	Wigner–Weyl transform
Phase-space formulation	Wigner quasiprobability distribution
Phase-space formulation	Moyal product
Phase-space formulation	Poisson bracket
Phase-space formulation	Hamiltonian mechanics
Phase-space formulation	Hamiltonian mechanics
Phase-space formulation	Hamiltonian mechanics
Two-body Dirac equations	Center-of-momentum frame
Two-body Dirac equations	Hamiltonian mechanics
Two-body Dirac equations	Canonical coordinates
Two-body Dirac equations	Poisson bracket
Two-body Dirac equations	Electromagnetism
Two-body Dirac equations	Invariant mass
Vegetative phase change	Woody plant
JUNQ and IPOD	Fluorescence recovery after photobleaching
JUNQ and IPOD	Molecular cloning
JUNQ and IPOD	Fluorescence recovery after photobleaching
JUNQ and IPOD	Fluorescence recovery after photobleaching
Computable topology	Turing machine
Quantum fiction	Erwin Schrödinger
Quantum fiction	Wolfgang Pauli
Fear processing in the brain	Neuroplasticity
Fear processing in the brain	Neuroplasticity
Macromolecular assembly	X-ray crystallography
Macromolecular assembly	ATP synthase
Macromolecular assembly	X-ray crystallography
Macromolecular assembly	X-ray crystallography
Motion (geometry)	Chirality (mathematics)
Motion (geometry)	Lie group
Motion (geometry)	Erlangen program
Forest restoration	Land restoration
RELAP5-3D	Three-dimensional space
Holonomic basis	Jet bundle
Connective constant	Universality (dynamical systems)
Wu experiment	Electromagnetism
Wu experiment	Wolfgang Pauli
Induced stem cells	Gastrointestinal wall
Induced stem cells	RNA interference
Conformal loop ensemble	Hausdorff dimension
Topological complexity	Section (fiber bundle)
Statistical manifold	Fisher information metric
Symmetry-protected topological order	Spontaneous symmetry breaking
Symmetry-protected topological order	Spontaneous symmetry breaking
Symmetry-protected topological order	Spontaneous symmetry breaking
Quantum metamaterial	Introduction to quantum mechanics
Geodesics on an ellipsoid	Beltrami identity
Interactive Theorem Proving (conference)	Twelf
Neuroscience of sleep	Positron emission tomography
Neuroscience of sleep	Neuroplasticity
Michael Levine (biologist)	Allan Wilson
Michael Levine (biologist)	Eric H. Davidson
Rayleigh–Bénard convection	Natural convection
Willi Hennig Society	Edward O. Wiley
Gallai–Hasse–Roy–Vitaver theorem	Claude Berge
Arnold G. Kluge	Willi Hennig Society
Edward O. Wiley	Willi Hennig Society
Quantum scar	Projection (linear algebra)
Neumann–Poincaré operator	Henri Poincaré
Position and momentum space	Hamiltonian mechanics
Position and momentum space	Quantum superposition
Anatomical terms of neuroanatomy	Sagittal plane
Screen time	Dark therapy
Screen time	Light effects on circadian rhythm
Antiproton Accumulator	Simon van der Meer
Antiproton Accumulator	Simon van der Meer
Antiproton Accumulator	Antiproton Collector
Antiproton Accumulator	Antiproton Collector
Antiproton Accumulator	Antiproton Collector
Capillary electrochromatography	Electrochromatography
Quasi-harmonic approximation	Legendre transform
Fractal canopy	Hausdorff dimension
Fractal canopy	Lichtenberg figure
Fences and pickets model of plasma membrane structure	Saffman–Delbrück model
Hop diffusion	Protein
Chemical reaction network theory	Taxicab geometry
Inertial manifold	Wandering set
Methanosarcinales S-layer Tile Protein	X-ray crystallography
Björling problem	Catalan's minimal surface
Bargmann–Wigner equations	Pauli matrices
Bargmann–Wigner equations	Clebsch–Gordan coefficients
Adhesion G protein-coupled receptor	G protein-coupled receptor
Adhesion G protein-coupled receptor	Receptor (biochemistry)
Kubo formula	Perturbation theory (quantum mechanics)
MTOR inhibitors	Cell migration
MTOR inhibitors	Protein biosynthesis
MTOR inhibitors	MTOR
Eocyte hypothesis	X-ray crystallography
Eocyte hypothesis	Metagenomics
Tune shift with amplitude	Stability theory
Dynamic aperture (accelerator physics)	Arnold diffusion
Fractional Poisson process	Canonical commutation relation
Genetic engineering techniques	Tissue culture
Genetic engineering techniques	Clone (cell biology)
Genetic engineering techniques	Genetic screen
Genetic engineering techniques	Mutation
Genetic engineering techniques	Gel electrophoresis
Genetic engineering techniques	Cell encapsulation
Genetic engineering techniques	Plant tissue culture
Genetic engineering techniques	FLP-FRT recombination
Standard monomial theory	Littlewood–Richardson rule
Heat transfer physics	Perturbation theory (quantum mechanics)
Heat transfer physics	Newton's laws of motion
Heat transfer physics	Black-body radiation
Ova bank	Genetic counseling
Topological graph	John Horton Conway
Applications of the calculus of variations	Analytical mechanics
Applications of the calculus of variations	Hamiltonian mechanics
Vladimir Pešić	World Register of Marine Species
Rulkov map	Biological neuron model
Rulkov map	FitzHugh–Nagumo model
Ruth Lyttle Satter	Jean-Jacques d'Ortous de Mairan
Live cell imaging	Cell migration
Live cell imaging	Signal-to-noise ratio (imaging)
Live cell imaging	DNA damage (naturally occurring)
Asymptotic safety in quantum gravity	Perturbation theory (quantum mechanics)
Asymptotic safety in quantum gravity	Cutoff (physics)
Asymptotic safety in quantum gravity	Renormalization group
Asymptotic safety in quantum gravity	Functional integration
Asymptotic safety in quantum gravity	Physical cosmology
Asymptotic safety in quantum gravity	Loop quantum gravity
Asymptotic safety in quantum gravity	Physics applications of asymptotically safe gravity
Asymptotic safety in quantum gravity	Renormalization group
Asymptotic safety in quantum gravity	Ultraviolet fixed point
Colloidal probe technique	Derjaguin approximation
DNA damage (naturally occurring)	Depurination
Domain wall (magnetism)	Magnetic flux quantum
Role of cell adhesions in neural development	L1 family
Neuroimaging intelligence testing	Positron emission tomography
Schrieffer–Wolff transformation	Perturbation theory (quantum mechanics)
Schrieffer–Wolff transformation	Perturbation theory (quantum mechanics)
In vitro recombination	Messenger RNA
Koopman–von Neumann classical mechanics	Hamiltonian mechanics
Koopman–von Neumann classical mechanics	Newton's laws of motion
Koopman–von Neumann classical mechanics	Newton's laws of motion
Koopman–von Neumann classical mechanics	Newton's laws of motion
Koopman–von Neumann classical mechanics	Perturbation theory (quantum mechanics)
Koopman–von Neumann classical mechanics	Functional integration
Koopman–von Neumann classical mechanics	Wigner quasiprobability distribution
Koopman–von Neumann classical mechanics	Wigner quasiprobability distribution
Glycogenin-1	Mutation
Relativistic Lagrangian mechanics	Canonical coordinates
Relativistic Lagrangian mechanics	Hamiltonian mechanics
Relativistic Lagrangian mechanics	Non-autonomous mechanics
Ulrich Kutschera	Charles Darwin
Double layer forces	Derjaguin approximation
Double layer forces	Derjaguin approximation
Internally grooved copper tube	Copper in heat exchangers
K shortest path routing	Loopless algorithm
Prism adaptation	Hermann von Helmholtz
Thermally isolated system	Closed system
Mechanically isolated system	Closed system
Mechanically isolated system	Thermally isolated system
Magnetic inequivalence	J-coupling
Néel effect	Sine wave
Functional magnetic resonance spectroscopy of the brain	Gerontology
Functional magnetic resonance spectroscopy of the brain	Electroencephalography
Acclimatisation (neurons)	Neural adaptation
Multipole magnet	Charged particle beam
Kerner's breakdown minimization principle	Traffic flow
Firewall (physics)	Black-body radiation
Enzyme promiscuity	Susumu Ohno
RiAFP	X-ray crystallography
Italo Jose Dejter	Graph theory
Italo Jose Dejter	Lie group
Italo Jose Dejter	Hamming code
Italo Jose Dejter	Coxeter notation
Italo Jose Dejter	Coxeter notation
Italo Jose Dejter	Hamming code
Rule of mixtures	Gladstone–Dale relation
Archaeal transcription factor B	RNA polymerase
Archaeal transcription factor B	RNA polymerase
Hamilton–Jacobi–Einstein equation	Hamiltonian mechanics
Hamilton–Jacobi–Einstein equation	Bra–ket notation
Hamilton–Jacobi–Einstein equation	Hamiltonian mechanics
Hamilton–Jacobi–Einstein equation	Quantum geometry
Septate junction	Electron microscope
Septate junction	Desmosome
Peter Kalmus	Simon van der Meer
Peter Kalmus	Simon van der Meer
Peter Kalmus	Simon van der Meer
Leonard Doncaster	Lamarckism
Reverse genetics	Site-directed mutagenesis
Reverse genetics	RNA interference
Reverse genetics	RNA interference
Möbius plane	Conformal geometry
Hes3 signaling axis	Receptor (biochemistry)
Hes3 signaling axis	STAT3
Hes3 signaling axis	STAT3
Hes3 signaling axis	RNA interference
Extracellular RNA	ESCRT
Extracellular RNA	Messenger RNA
Falconer's conjecture	Hausdorff dimension
Quantum vacuum thruster	Delbrück scattering
Quantum vacuum thruster	Abraham–Minkowski controversy
Quantum vacuum thruster	Microwave cavity
Acoustoelastic effect	Voigt notation
Quantum contextuality	Bell's theorem
Quantum contextuality	Graph property
Quantum contextuality	Bell's theorem
Quantum contextuality	Bell's theorem
Quantum contextuality	Bell's theorem
Quantum contextuality	Wigner quasiprobability distribution
Quantum contextuality	Quantum foundations
National Biodiversity Authority	Biological Diversity Act, 2002
Matrix representation of Maxwell's equations	Permeability (electromagnetism)
Matrix representation of Maxwell's equations	Poisson bracket
Matrix representation of Maxwell's equations	Pauli matrices
Cas9	RNA interference
Marta Mirazón Lahr	Robert Foley (academic)
Marta Mirazón Lahr	Robert Foley (academic)
Quantum simulator	Richard Feynman
Quantum simulator	Turing machine
Quantum simulator	Quantum superposition
CNNM2	Mutation
GC skew	Nucleic acid double helix
GC skew	Mutation
Pioneer factor	Hormone
Onsager–Machlup function	Functional integration
Alessandro Benedetti	Aristotle
Massry Prize	Cell Cycle
Massry Prize	Gene targeting
Massry Prize	RNA interference
Massry Prize	Positron emission tomography
Massry Prize	Rudolf Jaenisch
Marlene Zuk	W. D. Hamilton
Non-autonomous system (mathematics)	Non-autonomous mechanics
Non-autonomous system (mathematics)	Free motion equation
Free motion equation	Non-autonomous mechanics
Free motion equation	Analytical mechanics
Relativistic system (mathematics)	Non-autonomous mechanics
Electromyoneurography	Lesion
Haplogroup A-L1085	Single-nucleotide polymorphism
Autowave	Hermann von Helmholtz
Autowave	FitzHugh–Nagumo model
Autowave	Excitable medium
Autowave	Excitable medium
Parent function	Derivative
Microbial phylogenetics	RNA polymerase
Microbial phylogenetics	Charles Darwin
Microbial phylogenetics	Molecular phylogenetics
Localized surface plasmon	Surface-enhanced Raman spectroscopy
Autapse	Neural oscillation
Autapse	Biological neuron model
(G,X)-manifold	Lie group
(G,X)-manifold	Lie group
Higgs field (classical)	Spontaneous symmetry breaking
Higgs field (classical)	Spontaneous symmetry breaking
Optical stretcher	Newton's laws of motion
Holistic management (agriculture)	Biogeochemical cycle
Frequency (gene)	F-box protein
Doubletime (gene)	F-box protein
Doubletime (gene)	KaiC
Autowave reverberator	Excitable medium
Autowave reverberator	FitzHugh–Nagumo model
Till Roenneberg	Jürgen Aschoff
Patricia DeCoursey	Jürgen Aschoff
KaiC	ATP synthase
Artificial precision	Significant figures
General covariant transformations	Lie group
General covariant transformations	Lie group
Kyle Cranmer	Large Hadron Collider
Gauge group (mathematics)	Principal bundle
Semiconductor Bloch equations	Free particle
Free radical damage to DNA	Radiolysis
Interval contractor	Inequality (mathematics)
Mark Stoneking	Allan Wilson
Dependence receptor	Receptor (biochemistry)
Dependence receptor	Mutation
Research in Computational Molecular Biology	Intelligent Systems for Molecular Biology
Research in Computational Molecular Biology	European Conference on Computational Biology
Research in Computational Molecular Biology	Intelligent Systems for Molecular Biology
Rebecca L. Cann	Allan Wilson
In silico medicine	In silico clinical trials
Connection (fibred manifold)	Section (fiber bundle)
Minimum rank of a graph	Graph isomorphism
De-extinction	Breeding back
Interval propagation	Propagation of uncertainty
Elliott formula	Semiconductor Bloch equations
Scientists Under Attack: Genetic Engineering in the Magnetic Field of Money	Pusztai affair
Free energy principle	Principle of least action
Free energy principle	Hermann von Helmholtz
Cluster-expansion approach	Semiconductor Bloch equations
Wannier equation	Semiconductor Bloch equations
Wannier equation	Quantum dot
Gaston de Saporta	Charles Darwin
Superradiant phase transition	Vacuum state
Superradiant phase transition	Spontaneous symmetry breaking
Ectomycorrhiza	Ectomycorrhizal extramatrical mycelium
Ectomycorrhiza	Messenger RNA
Self-organized criticality control	Self-organized criticality
Derivations of the Lorentz transformations	Michelson–Morley experiment
Derivations of the Lorentz transformations	Event (relativity)
Derivations of the Lorentz transformations	Michelson–Morley experiment
Derivations of the Lorentz transformations	Proper time
Six operations	Direct image functor
Six operations	Direct image with compact support
Six operations	Verdier duality
Symmetry in quantum mechanics	Lie group
Symmetry in quantum mechanics	Lie group
Symmetry in quantum mechanics	Pauli matrices
Symmetry in quantum mechanics	Poisson bracket
Symmetry in quantum mechanics	Pauli–Lubanski pseudovector
Symmetry in quantum mechanics	Non-Hermitian quantum mechanics
